president	url	date	sentence	themes
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Au fond, pour bâtir les nouvelles sécurités du XXIe siècle.	sécurité,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Mais nous avons aussi vécu de grands déchirements et une colère a éclaté, qui venait de loin ; colère contre les injustices, contre le cours d'une mondialisation parfois incompréhensible ; colère contre un système administratif devenu trop complexe et manquant de bienveillance ; colère aussi contre des changements profonds qui interrogent notre société sur son identité et son sens.	crise,société,institutions,économie,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Cette colère a dit une chose à mes yeux, quels que soient ses excès et ses débordements : nous ne sommes pas résignés, notre pays veut bâtir un avenir meilleur reposant sur notre capacité à inventer de nouvelles manières de faire et d'être ensemble.	france,réforme,international,société,crise,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Telle est à mes yeux la leçon de 2018 : nous voulons changer les choses pour vivre mieux, défendre nos idéaux, nous voulons innover sur le plan démocratique, social, politique, économique et environnemental pour cela.	institutions,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Il serait dangereux que notre situation nous conduise à ignorer le monde qui nous entoure.	international,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Bien au contraire, car tout se tient !	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Là aussi, de grandes certitudes sont en train d'être mises à mal.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	L'ordre international bâti en 1945 est remis en cause par de nouvelles puissances et malmené par certains de nos alliés.	international,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Partout en Europe montent les partis extrémistes tandis que les interventions de puissances étrangères étatiques et privées se multiplient.	europe,international,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Les grandes migrations nous inquiètent et sont instrumentalisées par les démagogues alors même qu'il nous faut bâtir de nouvelles réponses à ce phénomène qui ne cessera pas demain, compte tenu de la démographie mondiale.	europe,international,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Les luttes contre le réchauffement climatique et pour la biodiversité sont plus nécessaires que jamais mais se trouvent entravées.	écologie,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous surmonterons ensemble les égoïsmes nationaux, les intérêts particuliers et les obscurantismes.	international,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Le terrorisme islamiste continue aussi de sévir ; il change et  se déploie sur tous les continents.	sécurité,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Il y a quelques semaines, à Strasbourg, [le terrorisme] a encore frappé comme il avait frappé à Trèbes et Paris durant l'année qui s'achève.	france,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Enfin, des changements technologiques profonds, au premier rang desquels l'intelligence artificielle, transforment rapidement notre manière de nous soigner, nous déplacer, nous former, produire.	société,économie,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Vous le voyez, nous sommes en train de vivre plusieurs bouleversements inédits : le capitalisme ultralibéral et financier trop souvent guidé par le court terme et l'avidité de quelques-uns, va vers sa fin ; notre malaise dans la civilisation occidentale et la crise de notre rêve européen sont là.	économie,crise,europe,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Alors faut-il s'en désespérer ? Je ne le crois pas.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est un défi immense et tout cela est évidemment lié avec le malaise que vit notre pays mais précisément, nous avons une place, un rôle à jouer, une vision à proposer.	france,crise,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est la ligne que je trace depuis le premier jour de mon mandat et que j'entends poursuivre.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est remettre l'homme au cœur de ce projet contemporain.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Cela suppose beaucoup de constance et de détermination.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Mais je suis intimement convaincu que nous avons à inventer une réponse, un projet profondément français et européen à ce que nous sommes en train de vivre chez nous comme au-delà de nos frontières.	réforme,sécurité,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Il nous faut, là aussi, prendre comme nous l'avons toujours fait, toute notre part à la renaissance de notre monde et de notre quotidien.	international,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est pourquoi mes chers compatriotes, cette année 2019 est à mes yeux décisive et je veux former pour nous trois vœux.	
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	D'abord un vœu de vérité. Oui, nous souhaiter en 2019 de ne pas oublier qu'on ne bâtit rien sur des mensonges ou des ambiguïtés. Or je dois bien dire que depuis des années, nous nous sommes installés dans un déni parfois flagrant de réalité.	banalites,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	On ne peut pas travailler moins, gagner plus, baisser nos impôts et accroître nos dépenses, ne rien changer à nos habitudes et respirer un air plus pur !	économie,écologie,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Non, il faut tout de même sur ces sujets que nous nous regardions tels que nous sommes et que nous acceptions en face les réalités.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous vivons dans l'une des plus grandes économies du monde, nos infrastructures sont parmi les meilleures au monde, on ne paye pas ou presque la scolarité de nos enfants, on se soigne à un coût parmi les plus faibles des pays développés pour avoir accès à des médecins d'excellence, nous dépensons en fonctionnement et en investissement pour notre sphère publique plus de la moitié de ce que nous produisons chaque année.	france,économie,international,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Alors cessons, cessons de nous déconsidérer ou de faire croire que la France serait un pays où les solidarités n'existent pas et où il faudrait dépenser toujours davantage !	france,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous pouvons faire mieux et nous devons faire mieux : nous assurer que nos services publics restent présents partout où nous en avons besoin, que les médecins s'installent où il en manque - dans certaines campagnes ou dans des villes ou des quartiers où il n'y en a plus - qu'on puisse avoir le téléphone portable ou Internet partout où on vit et travaille.	france,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et, surtout qu'on puisse vivre en sécurité et tranquillité partout.	sécurité,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	J'y veillerai personnellement et chaque jour.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Le débat national qui s'ouvre, doit nous permettre de parler vrai et je vous écrirai dans quelques jours pour vous en préciser les attentes.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Mais parler vrai, c'est parler de la réalité.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Le vœu de vérité, c'est aussi celui qui doit nous conduire, afin de demeurer une démocratie robuste, à mieux nous protéger des fausses informations, des manipulations et des intoxications.	institutions,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	On peut débattre de tout, mais débattre du faux peut nous égarer surtout lorsque c'est sous l'impulsion d'intérêts particuliers.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	A l'heure des réseaux sociaux, du culte de l'immédiateté et de l'image, du commentaire permanent, il est indispensable de rebâtir une confiance démocratique dans la vérité de l'information reposant sur des règles de transparence et d'éthique.	société,institutions,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Ce vœu de vérité, c'est au fond un vœu pour tous d'écoute, de dialogue, d'humilité.	société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Il n'y a pas une vérité et je crois même que chacun d'entre nous commence à se fourvoyer dans l'erreur quand nous affirmons les choses sans dialoguer, sans les confronter au réel ou aux arguments des autres.	société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Alors débattons, car de là peut naître une action utile et qui nous unit.	réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Mon deuxième vœu pour 2019 est un vœu de dignité.	
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je suis profondément convaincu que chaque citoyen est nécessaire pour le projet de la nation.	france,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nombre de nos concitoyens ne se sentent pas respectés, considérés. Ils sentent leur vie comme empêchée.	france,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je pense aux mères de famille élevant seules leurs enfants et ne parvenant pas à finir le mois, je pense à nos agriculteurs qui ne veulent que vivre dignement de leur travail ou à nos retraités modestes qui aident encore leurs enfants et ont à charge leurs parents.	travail,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous avons commencé à leur apporter des réponses et je sais leur impatience légitime, mais il faudra aller plus loin.	
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Cela implique de permettre à chacun, quel que soit son quartier et quelle que soit sa famille, de pouvoir accéder à une meilleure éducation, et grâce à celle-ci de pouvoir accéder à un travail pour construire sa vie et celle de sa famille.	travail,société,éducation,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Cela suppose d'assurer à chacun les droits dans la société et attendre de lui les devoirs qui sont les siens.	institutions,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Cela, nous avons commencé de le rétablir mais c'est notre responsabilité à tous et cela passe par le respect, le sens de l'effort et du travail.	travail,économie,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Cela suppose aussi de lutter contre les intérêts profonds qui parfois bloquent notre société et notre Etat, qui ne reconnaissent pas suffisamment le mérite ou qui enferment trop de nos concitoyens dans des cases.	institutions,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Notre dignité de citoyen exige que chacun se sente pleinement acteur de la vie de la nation, de ses grandes décisions, à travers ses représentants ou directement.	france,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous devons, grâce au débat qui a commencé, redonner toute sa vitalité à notre démocratie.	institutions,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	J'aurai sur ce sujet des décisions à prendre car d'évidence, nos institutions doivent continuer à évoluer.	institutions,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Mais la dignité, mes chers compatriotes, c'est aussi le respect de chacun.	société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et je dois le dire, j'ai vu ces derniers temps des choses impensables et entendu l'inacceptable.	 banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous ne vivons libres dans notre pays que parce que des générations qui nous ont précédé se sont battues pour ne subir ni le despotisme ni aucune tyrannie.	france,société
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et cette liberté, elle requiert un ordre républicain ; elle exige le respect de chacun et de toutes les opinions ; que certains prennent pour prétexte de parler au nom du peuple - mais lequel, d'où ? Comment ?	société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et n'étant en fait que les porte-voix d'une foule haineuse, s'en prennent aux élus, aux forces de l'ordre, aux journalistes, aux juifs, aux étrangers, aux homosexuels, c'est tout simplement la négation de la France !	france,société,crise
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Le peuple est souverain. Il s'exprime lors des élections. Il y choisit des représentants qui font la loi précisément parce que nous sommes un Etat de droit.	france,institutions
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	L'ordre républicain sera assuré sans complaisance car j'attends de chacun ce respect indispensable à la vie en société.	société,institutions
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je veux avoir un mot pour tous ceux qui, au quotidien, permettent à notre République d'œuvrer à la plus grande dignité de chacun : nos militaires qui ce soir, encore, sont pour nombre d'entre eux, à des milliers de kilomètres de leur famille ; nos pompiers, nos gendarmes, nos policiers, nos personnels soignants, les élus de la République, les bénévoles des associations, tous ceux qui tissent le lien de la nation, œuvrent à la fraternité quotidienne et qui ce soir, je le sais, sont aux côtés des plus vulnérables, des plus fragiles auxquels je pense tout particulièrement.	france,institutions,société,sécurité
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Enfin, je veux former un troisième et dernier vœu.	
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Un vœu d'espoir.	réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Espoir en nous-mêmes, comme peuple. Espoir en notre avenir commun. Espoir en notre Europe.	france,réforme,europe
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je crois que nous avons en nous une énergie salutaire si nous savons retrouver confiance en nous-mêmes et entre nous.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je crois que la France porte en elle un projet inédit : un projet d'éducation de chacun, une culture forte qui nous unit, un projet de construction d'une écologie industrielle, d'une société aux solidarités nouvelles et au service des personnes.	france,réforme,société,éducation,écologie
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et derrière cela, ce que nous voulons profondément, c'est retrouver la maîtrise de notre quotidien et de notre destin. Ne plus subir.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est cela qui doit guider nos choix pour le pays et les grandes décisions pour l'année à venir.	réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est aussi cela qui doit guider le projet européen renouvelé que je vous proposerai dans les prochaines semaines.	réforme,europe,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Retrouver la maîtrise de notre vie, c'est choisir notre alimentation, c'est assurer la justice fiscale, c'est nous protéger contre nos ennemis, c'est investir pour innover, c'est apporter une réponse commune aux migrations.	institutions,sécurité,société,économie,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je crois très profondément dans cette Europe qui peut mieux protéger les peuples et nous redonner espoir.	europe,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Au mois de mai, nous aurons à nous exprimer sur ce choix européen, ô combien important.	europe,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Nous voulons en finir avec le sentiment d'impuissance, à tous les niveaux.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est une tâche d'une ampleur inédite mais elle est à notre portée. Je nous en sais capables.	banalites
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et c'est là que réside cet espoir pour 2019.	réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	J'ai grandi en province et je connais ces terres qui ont été bousculées durant ces dernières décennies et qui parfois doutent.	france,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et je sais que notre avenir ne se fera pas autrement que par une unité retrouvée et un effort de chacun.	réforme,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	C'est ainsi que chaque citoyen retrouvera un peu de sens et un peu de maîtrise de sa vie en plus.	france,société,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Et je sais que notre avenir dépend de notre capacité précisément à nous aimer et à aimer notre patrie ; de tous les horizons, de toutes les générations, là est l'énergie de la France.	france,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Je suis au travail, fier de notre pays, fier de toutes les Françaises et de tous les Français ; déterminé à mener tous les combats présents et à venir parce que je crois en nous. Je crois dans cet espoir français et européen que nous pouvons porter.	france,réforme,europe,
Emmanuel Macron	https://www.vie-publique.fr/discours/207626-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2018-12-31	Vive la République et vive la France !	last
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Mes chers compatriotes,	first
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Alors que l'année s'achève, je suis heureux de vous retrouver pour vous présenter pour la première fois mes vœux pour l'année 2018.	intro
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Je vous espère en famille, au milieu de vos proches, de celles et ceux qui vous aiment.	intro
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Je sais aussi que certains d'entre vous sont aujourd'hui au travail parce qu'ils font partie des forces armées ou des forces de l'ordre, parce qu'ils sont médecins ou personnels soignants, parce qu'ils sont en charge des transports ou de la continuité des services publics. Je veux ce soir les remercier pour cet engagement.	travail,sécurité,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Je sais aussi que plusieurs d'entre vous ce soir sont seuls, souffrent ou sont malades et je sais que dans ces moments de fête et de retrouvailles, cette solitude et cette souffrance sont plus dures encore à supporter.	crise,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Alors à nos concitoyens qui sont dans cette situation [de solitude ou de souffrance], je veux dire qu'ils appartiennent à une grande nation et que les mille fils tendus qui nous tiennent, sont plus forts que leur solitude et je leur adresse une pensée fraternelle.	france,crise,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	L'année 2017 s'achève et je ne veux pas passer trop de temps à revenir sur celle-ci. Ce fut l'année du choix : le choix du peuple français, votre choix par lequel vous m'avez attribué votre confiance et avec elle votre impatience, vos exigences, vos attentes. J'en suis pleinement conscient.	france,institutions,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Aussi, depuis mon élection en mai, je me suis attaché à simplement faire ce à quoi je m'étais engagé durant la campagne présidentielle.	france,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Le Premier ministre, son gouvernement sont à la tâche depuis le mois de mai avec un Parlement profondément renouvelé, pour mettre en œuvre ses engagements.	institutions,réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Par vos choix durant l'année 2017, vous avez profondément renouvelé notre vie politique et vous avez permis qu'une transformation en profondeur de notre pays advienne : à l'école pour nos enfants, au travail pour l'ensemble de nos concitoyens, pour le climat, pour le quotidien de chacune et chacun d'entre vous.	france,travail,international,société,éducation,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	Ces transformations profondes ont commencé et se poursuivront avec la même force, le même rythme, la même intensité pour l'année 2018.	réforme,
Emmanuel Macron	https://www.vie-publique.fr/discours/204645-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d	2017-12-31	L'année qui s'ouvre en effet est celle de nombreux défis et nous construisons là une bonne part de notre avenir.	réforme,banalites,
